Date,Stromverbrauch
2030-03-01 00:00:00,11.07038126666667
2030-03-01 01:00:00,11.191559216666672
2030-03-01 02:00:00,11.29760833333334
2030-03-01 03:00:00,11.740292266666675
2030-03-01 04:00:00,13.03642498333334
2030-03-01 05:00:00,15.351375000000008
2030-03-01 06:00:00,19.56118931403718
2030-03-01 07:00:00,76.40830682071406
2030-03-01 08:00:00,74.45955005933178
2030-03-01 09:00:00,25.04199989588076
2030-03-01 10:00:00,22.819072041587447
2030-03-01 11:00:00,28.191243749408862
2030-03-01 12:00:00,20.540910357608155
2030-03-01 13:00:00,39.8594012034862
2030-03-01 14:00:00,42.971579773181844
2030-03-01 15:00:00,21.168807053421816
2030-03-01 16:00:00,22.25684485080436
2030-03-01 17:00:00,24.90393256572136
2030-03-01 18:00:00,26.413368334516395
2030-03-01 19:00:00,90.57242339240503
2030-03-01 20:00:00,132.5542655555294
2030-03-01 21:00:00,56.52471280665196
2030-03-01 22:00:00,17.35059585896167
2030-03-01 23:00:00,11.588248716666675
2030-03-02 00:00:00,11.265697850000004
2030-03-02 01:00:00,11.485826900000008
2030-03-02 02:00:00,11.816576000000007
2030-03-02 03:00:00,12.107992066666675
2030-03-02 04:00:00,13.442058216666675
2030-03-02 05:00:00,14.94257528333334
2030-03-02 06:00:00,16.197319511120675
2030-03-02 07:00:00,38.633316312072
2030-03-02 08:00:00,75.49767193793063
2030-03-02 09:00:00,48.566127424637
2030-03-02 10:00:00,32.27734661040797
2030-03-02 11:00:00,71.14502251435995
2030-03-02 12:00:00,62.57948870808191
2030-03-02 13:00:00,32.49245310290358
2030-03-02 14:00:00,40.05157687408031
2030-03-02 15:00:00,40.20978253838466
2030-03-02 16:00:00,37.580885154833275
2030-03-02 17:00:00,25.840237074671908
2030-03-02 18:00:00,29.081879159733468
2030-03-02 19:00:00,95.3634149179991
2030-03-02 20:00:00,131.32222786146852
2030-03-02 21:00:00,48.66194181645716
2030-03-02 22:00:00,17.098348543943104
2030-03-02 23:00:00,15.306029333333393
2030-03-03 00:00:00,11.149597216666672
2030-03-03 01:00:00,11.267093116666672
2030-03-03 02:00:00,11.935174883333339
2030-03-03 03:00:00,12.124458916666674
2030-03-03 04:00:00,13.003925583333341
2030-03-03 05:00:00,15.23470845000001
2030-03-03 06:00:00,15.95325583273524
2030-03-03 07:00:00,40.511105209004164
2030-03-03 08:00:00,67.71021625502038
2030-03-03 09:00:00,48.44132659316007
2030-03-03 10:00:00,29.159916413687647
2030-03-03 11:00:00,66.32100283131176
2030-03-03 12:00:00,64.95130341654979
2030-03-03 13:00:00,36.93884126093339
2030-03-03 14:00:00,45.886010409771835
2030-03-03 15:00:00,40.676457340112066
2030-03-03 16:00:00,36.97048929983032
2030-03-03 17:00:00,28.153376290747733
2030-03-03 18:00:00,28.186685263464845
2030-03-03 19:00:00,91.34061352586521
2030-03-03 20:00:00,145.11400264296
2030-03-03 21:00:00,59.4129063365381
2030-03-03 22:00:00,15.28677117666791
2030-03-03 23:00:00,14.682284466666722
2030-03-04 00:00:00,11.199031450000005
2030-03-04 01:00:00,11.177260250000005
2030-03-04 02:00:00,12.077042950000006
2030-03-04 03:00:00,12.248774900000008
2030-03-04 04:00:00,12.946724700000008
2030-03-04 05:00:00,14.811225016666674
2030-03-04 06:00:00,19.132497399887832
2030-03-04 07:00:00,68.25229237989848
2030-03-04 08:00:00,77.31519182695648
2030-03-04 09:00:00,30.47916032637505
2030-03-04 10:00:00,28.187754694168376
2030-03-04 11:00:00,28.304733320049603
2030-03-04 12:00:00,22.147400210318597
2030-03-04 13:00:00,36.923404963672986
2030-03-04 14:00:00,40.82993434549189
2030-03-04 15:00:00,21.19346844809145
2030-03-04 16:00:00,21.70644375812429
2030-03-04 17:00:00,25.289620418034296
2030-03-04 18:00:00,26.102344860799036
2030-03-04 19:00:00,90.46088263930478
2030-03-04 20:00:00,115.54688316408746
2030-03-04 21:00:00,54.63191153389947
2030-03-04 22:00:00,18.045211235344453
2030-03-04 23:00:00,11.742760816666676
2030-03-05 00:00:00,11.31176468333334
2030-03-05 01:00:00,11.319110716666673
2030-03-05 02:00:00,11.841275616666673
2030-03-05 03:00:00,12.164258950000006
2030-03-05 04:00:00,13.149425400000007
2030-03-05 05:00:00,15.255358816666677
2030-03-05 06:00:00,19.005585978477008
2030-03-05 07:00:00,67.7003648475966
2030-03-05 08:00:00,77.21361091433522
2030-03-05 09:00:00,28.301194075634214
2030-03-05 10:00:00,32.891922323026535
2030-03-05 11:00:00,28.400334702309795
2030-03-05 12:00:00,21.22016071882941
2030-03-05 13:00:00,36.51890075674994
2030-03-05 14:00:00,49.58082571899658
2030-03-05 15:00:00,21.88807700083174
2030-03-05 16:00:00,21.216076401711394
2030-03-05 17:00:00,22.94358968057035
2030-03-05 18:00:00,30.084003341542108
2030-03-05 19:00:00,92.74651391179273
2030-03-05 20:00:00,117.42816880642687
2030-03-05 21:00:00,49.630029091833066
2030-03-05 22:00:00,18.142083624562222
2030-03-05 23:00:00,11.702781600000009
2030-03-06 00:00:00,11.622364483333339
2030-03-06 01:00:00,11.694343600000005
2030-03-06 02:00:00,11.869359366666673
2030-03-06 03:00:00,12.023475300000007
2030-03-06 04:00:00,13.482308216666675
2030-03-06 05:00:00,15.103424816666674
2030-03-06 06:00:00,19.3585929937391
2030-03-06 07:00:00,72.84582018098436
2030-03-06 08:00:00,70.54103907781062
2030-03-06 09:00:00,25.532070120970186
2030-03-06 10:00:00,27.519736091079483
2030-03-06 11:00:00,29.06411581669805
