,Stromverbrauch
2050-05-01 00:00:00,250.5976673333336
2050-05-01 01:00:00,267.80156300000004
2050-05-01 02:00:00,266.54881350000005
2050-05-01 03:00:00,283.06380083333335
2050-05-01 04:00:00,291.2736161666667
2050-05-01 05:00:00,321.04954150000003
2050-05-01 06:00:00,380.90597381841354
2050-05-01 07:00:00,955.727145645998
2050-05-01 08:00:00,711.6965083671546
2050-05-01 09:00:00,598.7072612013177
2050-05-01 10:00:00,711.9964374357158
2050-05-01 11:00:00,1368.0936808395227
2050-05-01 12:00:00,1360.448566236549
2050-05-01 13:00:00,647.9768929582573
2050-05-01 14:00:00,443.13241003693173
2050-05-01 15:00:00,427.0276308096786
2050-05-01 16:00:00,488.44484748802313
2050-05-01 17:00:00,514.8897899943017
2050-05-01 18:00:00,735.0891614506544
2050-05-01 19:00:00,1635.8384304251335
2050-05-01 20:00:00,817.6039337920604
2050-05-01 21:00:00,450.5566447678397
2050-05-01 22:00:00,345.45928421887646
2050-05-01 23:00:00,277.2041323333337
2050-05-02 00:00:00,131.55162166666673
2050-05-02 01:00:00,127.52127766666668
2050-05-02 02:00:00,136.25824633333335
2050-05-02 03:00:00,139.65940483333335
2050-05-02 04:00:00,149.13506716666666
2050-05-02 05:00:00,167.55943633333337
2050-05-02 06:00:00,214.0538992421073
2050-05-02 07:00:00,826.1840482024722
2050-05-02 08:00:00,414.2766321877661
2050-05-02 09:00:00,284.61183353751045
2050-05-02 10:00:00,290.9118396352481
2050-05-02 11:00:00,731.9130468093889
2050-05-02 12:00:00,534.511857293716
2050-05-02 13:00:00,210.18829150000005
2050-05-02 14:00:00,201.84037899981286
2050-05-02 15:00:00,221.80252039126256
2050-05-02 16:00:00,262.6372402452576
2050-05-02 17:00:00,224.19562911066953
2050-05-02 18:00:00,273.6465136651146
2050-05-02 19:00:00,832.9599763701908
2050-05-02 20:00:00,404.49706900059874
2050-05-02 21:00:00,273.0798488927753
2050-05-02 22:00:00,165.0287491063136
2050-05-02 23:00:00,140.64220183333344
2050-05-03 00:00:00,133.43996783333338
2050-05-03 01:00:00,130.3066106666667
2050-05-03 02:00:00,136.02408666666668
2050-05-03 03:00:00,143.91390066666668
2050-05-03 04:00:00,148.8902331666667
2050-05-03 05:00:00,169.6526138333334
2050-05-03 06:00:00,206.7876240266085
2050-05-03 07:00:00,723.0045296757858
2050-05-03 08:00:00,441.3754874219471
2050-05-03 09:00:00,363.15426030841445
2050-05-03 10:00:00,243.73185224001875
2050-05-03 11:00:00,680.6171554525213
2050-05-03 12:00:00,544.0048748666251
2050-05-03 13:00:00,208.17631133333342
2050-05-03 14:00:00,202.7973716666667
2050-05-03 15:00:00,232.59885685557563
2050-05-03 16:00:00,257.2637560255129
2050-05-03 17:00:00,243.96304425461406
2050-05-03 18:00:00,272.20884457418384
2050-05-03 19:00:00,850.5504418041832
2050-05-03 20:00:00,412.26844132952664
2050-05-03 21:00:00,236.36344568344163
2050-05-03 22:00:00,166.3020926666668
2050-05-03 23:00:00,141.71724816666676
