,Stromverbrauch
2050-09-01 00:00:00,137.47020966666673
2050-09-01 01:00:00,132.82559066666667
2050-09-01 02:00:00,142.38107250000004
2050-09-01 03:00:00,144.55824133333334
2050-09-01 04:00:00,154.94405900000004
2050-09-01 05:00:00,169.934376700456
2050-09-01 06:00:00,240.31473688944766
2050-09-01 07:00:00,794.8850818035487
2050-09-01 08:00:00,415.4239508164404
2050-09-01 09:00:00,287.62883587636844
2050-09-01 10:00:00,315.161158444578
2050-09-01 11:00:00,717.480126891801
2050-09-01 12:00:00,515.8953989367403
2050-09-01 13:00:00,215.52954291702707
2050-09-01 14:00:00,203.5401966666667
2050-09-01 15:00:00,203.67960368791637
2050-09-01 16:00:00,221.76956215333826
2050-09-01 17:00:00,227.21135229467689
2050-09-01 18:00:00,295.61379929595716
2050-09-01 19:00:00,748.1525195033474
2050-09-01 20:00:00,447.0742945750904
2050-09-01 21:00:00,238.0468977821053
2050-09-01 22:00:00,167.97844079768961
2050-09-01 23:00:00,140.33939333333345
2050-09-02 00:00:00,122.77253716666671
2050-09-02 01:00:00,126.78342200000003
2050-09-02 02:00:00,129.74340650000002
2050-09-02 03:00:00,136.64540883333333
2050-09-02 04:00:00,146.0857675
2050-09-02 05:00:00,168.84706816666667
2050-09-02 06:00:00,227.55981337387954
2050-09-02 07:00:00,730.2151781975006
2050-09-02 08:00:00,561.8102524547853
2050-09-02 09:00:00,315.85763983585804
2050-09-02 10:00:00,333.8088878833647
2050-09-02 11:00:00,756.3245903358894
2050-09-02 12:00:00,562.4404232393059
2050-09-02 13:00:00,208.96631938011868
2050-09-02 14:00:00,207.3035647449458
2050-09-02 15:00:00,210.00708064077708
2050-09-02 16:00:00,228.92615832202154
2050-09-02 17:00:00,258.44611771525535
2050-09-02 18:00:00,285.02531032414544
2050-09-02 19:00:00,756.0225603376389
2050-09-02 20:00:00,431.3007933265802
2050-09-02 21:00:00,226.58067240078418
2050-09-02 22:00:00,165.78783916666683
2050-09-02 23:00:00,140.11559066666675
2050-09-03 00:00:00,253.6268743333335
2050-09-03 01:00:00,257.82561283333337
2050-09-03 02:00:00,271.0639043333334
2050-09-03 03:00:00,282.7358325000001
2050-09-03 04:00:00,295.91331650000006
2050-09-03 05:00:00,333.3432675000002
2050-09-03 06:00:00,384.6762229568012
2050-09-03 07:00:00,960.3584753178937
2050-09-03 08:00:00,675.0683232340432
2050-09-03 09:00:00,668.7525633132685
2050-09-03 10:00:00,761.053321800074
2050-09-03 11:00:00,1371.6579012293705
2050-09-03 12:00:00,1386.0861896427423
2050-09-03 13:00:00,653.9286065758848
2050-09-03 14:00:00,422.90582873711526
2050-09-03 15:00:00,416.39322228735244
2050-09-03 16:00:00,480.33898050176674
2050-09-03 17:00:00,541.0530103656118
2050-09-03 18:00:00,717.7343170714498
2050-09-03 19:00:00,1619.3669159164483
2050-09-03 20:00:00,860.7130543337817
2050-09-03 21:00:00,458.2647357200113
