,0
0,8279.216
1,11295.171000000006
2,13002.144000000011
3,14492.119000000008
4,14825.108000000006
5,15098.113000000007
6,15470.108000000006
7,15380.106000000007
8,15382.107000000009
9,15440.111000000008
10,13628.108000000004
11,12599.102000000004
12,12338.098000000005
13,11662.098000000005
14,10911.101000000004
15,10686.103000000006
16,10172.102000000003
17,9170.112000000001
18,8568.109
19,8320.11
20,8500.105000000001
21,9571.097000000002
22,9700.094000000001
23,10982.085000000005
24,10577.083000000002
25,10796.078000000001
26,11873.082000000006
27,12094.078000000005
28,12445.081000000007
29,12762.078000000007
30,13451.071000000005
31,13702.069000000007
32,13707.070000000005
33,13764.058000000005
34,14035.060000000005
35,14120.061000000002
36,13746.056000000002
37,13260.054000000004
38,14003.050000000003
39,13982.046000000004
40,13925.055000000004
41,13436.060000000005
42,13484.055000000004
43,13284.060000000005
44,13746.055000000006
45,13350.053000000004
46,12739.056000000004
47,12745.053000000004
48,11952.054000000004
49,11518.052000000001
50,10776.049000000003
51,11178.047
52,10937.050000000003
53,11317.049
54,10198.052
55,11046.045999999998
56,11594.044000000002
57,12108.047000000002
58,13066.044000000002
59,12960.042000000001
60,13029.045000000002
61,13001.038
62,13914.033000000003
63,13248.040000000003
64,13526.041000000001
65,14328.036
66,15081.036000000004
67,13933.031000000003
68,13814.032000000003
69,14500.030000000002
70,14410.034000000001
71,14247.029000000006
72,13910.028000000002
73,14162.032000000003
74,14274.030000000004
75,14551.031000000006
76,13751.026000000002
77,13091.023000000005
78,11777.024000000001
79,11011.027000000002
80,11621.025000000001
81,11601.024000000001
82,10619.025000000001
83,11516.029
84,10818.027000000002
85,10974.024000000001
86,11516.019999999999
87,14098.022000000003
88,13901.021000000004
89,13340.028000000004
90,12892.023000000003
91,13075.026000000002
92,13998.026000000003
93,12924.026000000003
94,12887.031
95,13440.028000000002
96,14323.031000000003
97,13119.024000000001
98,12946.027000000002
99,13665.027000000002
100,14065.019000000004
101,13491.018
102,13553.016
103,14064.02
104,14671.019000000004
105,14308.023000000001
106,13120.02
107,11969.021
108,11760.018000000004
109,11727.016000000001
110,11527.016
111,11341.018999999998
112,10991.015
113,11155.018999999998
114,10894.018
115,11452.019999999999
116,11544.025
117,13288.022
118,13817.023
119,13718.022000000003
120,13500.018000000002
121,13565.016000000003
122,14261.020000000002
123,13798.018000000002
124,13553.018000000002
125,14330.022000000003
126,15588.018000000002
127,14392.021000000002
128,13769.020000000002
129,14300.023000000001
130,14075.02
131,14483.018000000004
132,14181.020000000004
133,14686.026000000002
134,14844.026000000002
135,13827.026000000002
136,12757.027
137,12419.024000000001
138,11722.027
139,11275.028999999999
140,11835.028000000002
141,12163.028
142,12242.022
143,12372.027000000002
144,12272.027
145,12754.022
146,12864.025000000001
147,14110.024000000001
148,14895.018000000004
149,15403.020000000004
150,15063.020000000004
151,14992.022000000004
152,15409.023000000003
153,15278.019000000004
154,15142.016000000003
155,14837.018000000002
156,15902.018000000004
157,15087.02
158,14827.019
159,14550.018000000002
160,14078.017000000003
161,13473.02
162,13697.015000000003
163,14081.017
164,14962.015000000003
165,15094.016000000003
166,13577.018
167,13018.016000000003
168,11916.016000000003
169,12136.018000000002
170,12708.018000000002
171,12511.015000000003
172,12588.016000000001
173,12986.013000000003
174,13110.011000000002
175,12686.011000000002
176,12673.017000000002
177,13684.014000000003
178,14936.014000000003
179,14360.013000000003
180,13473.010000000002
181,13913.011000000002
182,13827.013000000003
183,13985.016000000003
184,14216.02
185,13973.016000000003
186,15073.018000000004
187,14660.016000000003
188,14141.017000000002
189,14304.019000000004
190,14432.017000000003
191,14406.015000000003
192,13844.018000000004
193,14265.017000000003
194,14118.019000000004
195,15237.016000000003
196,14559.019000000004
197,13963.016000000003
198,13686.015000000003
199,13351.016000000003
200,13514.020000000004
201,13187.017000000003
202,13993.020000000004
203,14033.016000000003
204,13932.018
205,13436.019
206,13681.018000000004
207,14496.019000000004
208,15298.016000000003
209,14896.017000000003
210,14134.016000000003
211,14641.021000000004
212,15053.019000000002
213,14789.016000000003
214,15270.012000000002
215,14602.016000000001
216,15099.020000000002
217,14696.020000000004
218,14485.015000000003
219,14433.020000000004
220,14835.018000000004
221,14581.016000000003
222,14376.016000000003
223,14753.018000000004
224,14515.018000000004
225,15627.019000000004
226,15356.016000000003
227,14940.014000000003
228,14322.016000000003
229,14070.015000000003
230,14448.014000000003
231,13869.018000000004
232,14381.016000000003
233,13744.017000000003
234,14221.017000000002
235,14658.017000000002
236,14550.017000000002
237,15488.020000000002
238,16053.021000000002
239,15715.019000000004
240,14488.017000000002
241,14472.019000000002
242,14271.017000000002
243,14303.018000000002
244,14548.019000000002
245,14273.018000000002
246,15066.019000000002
247,14529.019000000002
248,14396.019000000002
249,14724.015000000003
250,14965.017000000003
251,14584.016000000003
252,14311.015000000003
253,15088.010000000002
254,15331.010000000002
255,16401.012000000002
256,15427.015000000003
257,15052.017000000003
258,14557.019
259,14386.012000000002
260,14300.011000000002
261,14059.011000000002
262,14035.015000000003
263,14084.010000000002
264,14448.011000000002
265,15241.015000000001
266,15668.013000000003
267,16604.019
268,17406.019000000004
269,17035.022000000004
270,16247.017000000003
271,16002.018000000004
272,15543.018000000004
273,15449.019000000004
274,15735.018000000004
275,15213.022000000004
276,15210.024000000005
277,14593.023000000005
278,14626.031000000003
279,14345.029000000002
280,14992.025000000001
281,14987.027000000002
282,14952.034000000001
283,15016.035000000005
284,14815.031000000003
285,15899.037000000004
286,15165.034000000005
287,14860.035000000003
288,14557.039000000002
289,14664.041000000001
290,14124.04
291,15055.039000000002
292,15121.041000000003
293,15500.042000000005
294,15637.044000000005
295,16263.040000000006
296,17037.041000000005
297,17704.041000000005
298,18059.051000000007
299,17367.053000000007
300,16712.051000000007
301,17229.053000000007
302,16936.053000000007
303,16849.051000000007
304,16826.053000000004
305,16961.054000000004
306,16620.057000000004
307,16328.054000000006
308,16185.052000000007
309,15902.054000000006
310,16212.053000000005
311,15387.053000000005
312,16103.050000000005
313,16085.055000000004
314,16429.049000000003
315,16807.051000000007
316,15841.058000000005
317,15526.050000000003
318,15368.053000000004
319,16156.054000000004
320,15569.054000000004
321,15768.059000000005
322,15843.056000000004
323,16408.059000000005
324,16310.056000000004
325,16552.057000000004
326,17372.062000000005
327,18199.064000000006
328,18383.062000000005
329,17757.060000000005
330,17082.059000000005
331,17994.059000000005
332,17938.056000000004
333,18196.055000000004
334,17640.062000000005
335,18083.063000000006
336,17555.063000000006
337,17001.063000000006
338,17208.063000000006
339,16458.067000000006
340,16812.068000000007
341,16314.071000000007
342,16905.064000000006
343,16844.067000000006
344,17582.063000000006
345,17830.063000000006
346,17110.068000000007
347,17443.068000000007
348,16643.071000000004
349,17175.073000000008
350,16671.071000000007
351,17231.070000000007
352,17416.073000000008
353,17238.075000000004
354,17112.07600000001
355,17619.07800000001
356,19435.08100000001
357,20687.08100000001
358,20806.08300000001
359,19939.08000000001
360,19502.08100000001
361,19941.07700000001
362,19502.08100000001
363,19443.08100000001
364,19943.07700000001
365,19981.07900000001
366,19529.07600000001
367,18693.07900000001
368,18946.07700000001
369,18315.08300000001
370,19230.08400000001
371,18117.08800000001
372,17894.08900000001
373,17888.094000000012
374,19088.699644622553
375,19524.695644622556
376,18456.700644622557
377,18230.700644622557
378,16609.706644622558
379,17363.706644622558
380,17526.70864462256
381,18322.71264462256
382,18908.717644622557
383,18955.715644622556
384,19373.718644622557
385,19499.717644622557
386,19774.719644622557
387,20876.715644622556
388,21984.71264462256
389,20902.713644622556
390,20498.71864462256
391,21175.723644622558
392,20826.72664462256
393,20558.726644622555
394,20652.726644622555
395,20849.724644622554
396,20242.72764462256
397,19619.728644622555
398,19457.728644622555
399,19276.735644622557
400,19654.740644622558
401,20245.74464462256
402,19937.74864462256
403,19496.75764462256
404,19927.75964462256
405,20008.766644622563
406,19293.773644622564
407,18075.785644622567
408,20873.477290995335
409,25301.885588554454
410,26846.805938183672
411,26192.817938183674
412,28899.37210277127
413,31273.981455114335
414,30902.953789965046
415,31846.04318191597
416,35463.34744834358
417,38637.54974656284
418,41345.67436127586
419,43455.932733080124
420,51650.79708906195
421,53566.404321961236
422,55541.46631969201
423,54336.999638382775
424,56937.930984675484
425,59230.27048466961
426,60386.273484669604
427,61631.65584765392
428,63752.40127428667
429,60186.41427428667
430,60548.62353346194
431,65626.0257907919
432,65301.67289605627
433,64375.67789605627
434,62567.24798708224
435,65911.51647634122
436,67325.24992623593
437,70591.46722208032
438,72397.41814506392
439,72342.15801902616
440,71040.05395474954
441,76373.95659129143
442,77381.85096373527
443,80567.69610190368
444,81338.21370163224
445,87586.09933191938
446,92855.47526123626
447,92786.71859004404
448,91599.36331878911
449,97814.63799391151
450,99421.4461998117
451,96960.79010500459
452,96468.56570230052
453,93334.70077674363
454,88270.92310078951
455,85725.70817078612
456,97649.91764194377
457,98805.91464194377
458,98474.24853346767
459,100476.1993701624
460,98195.85590222545
461,96308.42894496965
462,95270.6837511591
463,94182.98829954091
464,89342.92628969319
465,89174.62342072833
466,87664.25801534549
467,89505.66596824618
468,92106.45484290097
469,85591.31214856227
470,82492.16394417992
471,85184.2655928611
472,85390.2685928611
473,81563.15351940239
474,78956.56512346666
475,80617.1810758888
476,82694.3762781722
477,82380.1200139695
478,85343.85454894767
479,78724.62414646763
480,72691.39987765906
481,72239.30055180652
482,68114.61863607838
483,66612.76216957082
484,63151.45639044806
485,64623.07933327508
486,65481.95906088747
487,63792.750439020485
488,61389.26845382009
489,58220.24065976207
490,59782.03882484897
491,53722.8624717467
492,56360.628207538284
493,57711.26772326295
494,53786.871174098036
495,47575.181226625005
496,46243.282345641666
497,46866.27734564166
498,40868.073228471876
499,41171.12505076366
500,41118.12305076365
501,37890.66646467118
502,37384.57351996511
503,36497.57751996511
504,36345.57451996511
505,36887.56551996511
506,37537.2298157568
507,38461.228815756804
508,39224.230815756804
509,34233.54528037885
510,32736.54428037885
511,33009.54628037885
512,32706.54628037885
513,32636.54528037885
514,32069.836242548226
515,32575.839242548227
516,32853.84024254822
517,32043.840242548227
518,31805.840242548227
519,32947.23619777825
520,32927.23519777825
521,34834.22786078252
522,37005.19898483902
523,36667.19798483902
524,37186.196984839014
525,38530.33572789977
526,37320.62824239215
527,37278.669022223614
528,35156.27006699359
529,35096.9554593739
530,34144.952459373904
531,34101.94945937391
532,34781.9484593739
533,37064.586211189264
534,34638.588548185
535,34780.587548184994
536,35306.583548185
537,36086.581548185
538,36647.582548185
539,37423.582548185
540,35092.02235933031
541,32893.23259382174
542,33234.13596220733
543,31900.991881332004
544,33225.66607106243
545,32426.988881332007
546,33204.42941718348
547,35009.03724544897
548,36011.032245448965
549,34781.033245448976
550,35518.03224544897
551,35456.032245448965
552,36008.148767628045
553,34130.17564357155
554,32528.560815306057
555,28678.168882416932
556,28088.169882416933
557,28458.168882416932
558,29141.028579507405
559,30608.024579507408
560,31318.023579507404
561,29548.871572374614
562,30815.870572374617
563,30250.754050195537
564,29974.75105019554
565,33354.64796396543
566,33345.64996396543
567,33072.64996396543
568,31820.010212150068
569,31001.01121215007
570,28479.36860780232
571,29109.369607802317
572,27392.368607802317
573,26514.366607802316
574,26652.367607802316
575,26797.367607802316
576,27082.367607802316
577,26255.367607802316
578,26107.366607802316
579,24683.368607802313
580,24929.366607802313
581,25977.363607802312
582,25333.364607802316
583,24766.22386474156
584,26025.848959738803
585,26351.850959738804
586,25585.848959738803
587,23912.416074243207
588,23770.416074243207
589,24680.416074243207
590,23086.51470585762
591,23228.510705857618
592,26522.440997203026
593,27085.441997203026
594,27397.438997203026
595,28578.295229140233
596,30790.584313869957
597,30820.586313869957
598,29813.58731386996
599,29930.58531386996
600,29638.58531386996
601,30623.584313869957
602,32086.96120290963
603,30703.583313869953
604,29658.58331386996
605,29143.584313869957
606,28975.586313869957
607,28381.199040885695
608,27830.586313869957
609,26148.587313869954
610,26198.588313869957
611,26233.588313869957
612,26589.574051094198
613,25774.572051094197
614,27509.568051094197
615,26977.567051094193
616,25871.564051094196
617,26000.566051094196
618,23919.703354003723
619,25153.700354003726
620,25343.700354003726
621,24596.702354003726
622,26197.706354003727
623,27379.703354003723
624,28519.703354003723
625,27560.804440233827
626,28911.67979097482
627,29206.67879097482
628,28384.68079097482
629,26894.68379097482
630,27795.39670328043
631,27840.39670328043
632,27360.39770328043
633,28401.399703280425
634,28560.399703280433
635,30637.084053855193
636,29083.090053855194
637,28893.08905385519
638,31044.714742485303
639,29876.716742485296
640,31554.750171989595
641,29602.127483359487
642,29462.12948335949
643,28325.506388362246
644,29106.730277651113
645,29479.38828728231
646,32655.726474560266
647,33907.313617398686
648,32382.72847456027
649,35359.066824865746
650,34864.072824865754
651,33522.07582486575
652,36797.66079895169
653,35320.37471422198
654,33713.518482284766
655,35610.20469646071
656,34829.07899257833
657,36067.02062453204
658,35411.308712226426
659,34099.17019683405
660,33171.17119683405
661,35556.17319683406
662,35164.175196834054
663,36271.17419683406
664,40965.60485248495
665,39431.598195806444
666,42333.70846526948
667,42816.54802909301
668,42621.55102909302
669,48219.47079493277
670,47968.16460678815
671,49479.26726488562
672,50522.8819579784
673,50384.88295797841
674,51763.45858918936
675,49442.46458918936
676,51065.12871140427
677,54057.535143655754
678,59122.73714151144
679,58639.60743762906
680,57543.20800537758
681,53804.53365480281
682,60267.461966660965
683,62885.642239159846
684,67927.25559311254
685,68118.34810469193
686,66302.96514254187
687,69078.2991010644
688,66743.32053726428
689,68538.45661263532
690,67273.51980168023
691,67576.70600021929
692,65936.33495738517
693,62580.43649040324
694,66302.82943447019
695,66721.09324487404
696,69865.25058132611
697,76029.68232753231
698,81114.12604797847
699,80885.25340623994
700,87172.31257227637
701,85158.872052128
702,84613.38565185654
703,84539.92035193264
704,85366.15596214727
705,82941.510824332
706,84075.86659280462
707,84958.36181275273
708,84093.02624219126
709,87892.21420798797
710,88397.75678455949
711,90338.98842784751
712,95439.72515467333
713,97212.72415467333
714,96580.12644943221
715,91176.20598324623
716,95301.61933981784
717,88248.08633965252
718,90985.75940770673
719,89616.21787274175
720,90916.07708977783
721,90998.09655373005
722,89595.58759175894
723,89995.91849774704
724,89124.06227797842
725,85410.88151462737
726,82922.43945956563
727,81113.95948406353
728,76082.29956459143
729,75533.83983045729
730,72110.69645939235
731,66554.46196759117
732,63531.58535770748
733,64592.84603532748
734,68947.89803193731
735,74544.26478265498
736,73969.50832718461
737,70989.50932718461
738,71517.8770245769
739,67579.66075200505
740,68964.991939283
741,69785.30727307676
742,71287.54662483765
743,74753.10387008471
744,73154.47596569272
745,69528.44200293378
746,70980.37377435705
747,71778.378117759
748,71453.3833077718
749,70802.3753077718
750,70879.90715114216
751,66036.83479596963
752,62580.210766608376
753,61026.66392655308
754,58249.85102802151
755,56039.95036562602
756,57448.64805990967
757,57808.649059909665
758,58358.010744368425
759,56799.695211169485
760,50275.62399410916
761,46965.49454131419
762,46667.493541314194
763,42393.22213299128
764,40737.03903478419
765,38353.18019147673
766,35061.80540451277
767,34669.80140451277
768,31511.746521132605
769,28729.39744019769
770,28377.39544019769
771,28074.393440197688
772,27298.39544019769
773,27415.39144019769
774,26229.38744019769
775,25712.830589951707
776,24446.163104080708
777,26599.164104080704
778,23369.08800000001
779,22289.08700000001
780,21495.086000000007
781,21154.08400000001
782,20902.085000000006
783,20445.08800000001
784,21447.083000000006
785,20439.08400000001
786,20457.085000000006
787,19112.083000000006
788,19382.079000000005
789,20022.07700000001
790,21328.07800000001
791,22219.07600000001
792,22485.079000000005
793,22513.080000000005
794,23019.07700000001
795,22867.078000000005
796,21932.07900000001
797,21442.08000000001
798,20662.079000000005
799,20885.081000000006
800,20752.08000000001
801,20522.07700000001
802,20580.075000000008
803,20678.075000000008
804,20254.071000000007
805,20457.070000000007
806,21637.067000000006
807,22917.06500000001
808,23418.06900000001
809,22350.068000000007
810,21589.064000000006
811,20997.065000000006
812,21132.059000000005
813,21042.058000000005
814,21072.057000000008
815,20957.059000000005
816,20907.059000000005
817,20387.057000000008
818,20393.062000000005
819,20849.058000000005
820,21284.057000000008
821,21987.058000000005
822,21708.06300000001
823,21742.062000000005
824,22377.060000000005
825,22729.056000000004
826,22004.053000000007
827,21535.056000000004
828,20725.054000000004
829,21029.052000000003
830,21162.051000000007
831,20935.05400000001
832,21399.049000000006
833,21982.048000000006
834,21225.050000000007
835,20917.047000000006
836,21880.047000000006
837,22969.04200000001
838,23620.04400000001
839,22690.04400000001
840,21790.043000000005
841,21364.040000000008
842,21497.039000000004
843,20997.039000000004
844,21004.038000000004
845,21094.037000000004
846,20697.037000000004
