,0
0,507.01300000000003
1,507.01300000000003
2,505.014
3,526.011
4,533.011
5,533.011
6,533.011
7,540.01
8,540.01
9,547.01
10,402.01
11,402.01
12,402.01
13,402.01
14,402.01
15,388.011
16,388.011
17,388.011
18,388.011
19,374.01300000000003
20,374.01300000000003
21,179.01300000000003
22,41.01200000000001
23,41.01200000000001
24,41.01200000000001
25,186.012
26,186.012
27,186.012
28,193.01
29,186.01000000000002
30,374.01
31,374.00800000000004
32,374.005
33,367.006
34,374.005
35,229.00500000000002
36,229.00500000000002
37,229.00500000000002
38,222.006
39,229.00500000000002
40,34.00500000000001
41,229.005
42,374.005
43,374.005
44,374.005
45,374.005
46,367.006
47,374.005
48,374.005
49,374.005
50,174.00600000000003
51,174.00600000000003
52,29.006000000000007
53,229.005
54,229.005
55,374.005
56,374.005
57,374.005
58,374.004
59,374.004
60,569.004
61,569.004
62,569.004
63,569.004
64,569.004
65,229.00400000000002
66,229.00400000000002
67,229.00400000000002
68,229.00400000000002
69,229.00400000000002
70,229.00400000000002
71,34.004000000000005
72,179.00400000000002
73,179.00400000000002
74,179.00400000000002
75,179.00400000000002
76,179.00400000000002
77,179.00400000000002
78,179.00400000000002
79,179.00400000000002
80,179.00400000000002
81,179.00400000000002
82,34.004000000000005
83,34.004000000000005
84,34.004000000000005
85,179.00400000000002
86,179.00400000000002
87,179.00400000000002
88,179.00400000000002
89,179.00400000000002
90,374.004
91,569.004
92,569.004
93,562.005
94,562.005
95,424.004
96,424.004
97,424.004
98,419.005
99,569.0039999999999
100,374.004
101,179.00400000000002
102,179.00400000000002
103,179.00400000000002
104,172.00500000000002
105,179.00400000000002
106,179.00400000000002
107,179.00400000000002
108,179.00400000000002
109,179.00400000000002
110,179.00400000000002
111,179.00400000000002
112,179.00400000000002
113,179.00400000000002
114,27.005
115,179.00400000000002
116,172.005
117,172.005
118,172.005
119,172.005
120,179.00400000000002
121,569.004
122,569.004
123,569.004
124,569.004
125,424.004
126,417.005
127,417.005
128,424.004
129,569.0039999999999
130,562.0049999999999
131,179.00400000000002
132,179.00400000000002
133,179.00400000000002
134,179.00400000000002
135,179.00400000000002
136,179.00400000000002
