;data_PV_Aufdach_Erfurt;data_PV_Aufdach_Nordhausen;data_PV_Aufdach_Gera;data_PV_Aufdach_Hildburghausen
6613;0,428489684;0,450372632;0,357591632;0,091071876
6614;0,419472119;0,589806592;0,601889408;0,074994845
6615;0,239510882;0,318027513;0,375764014;0,046584817
6616;0,109082688;0,189958816;0,197056326;0,022293493
6617;0,003133321;0,007643934;0,017889719;0,001805428
6618;0;0;0;0
6619;0;0;0;0
6620;0;0;0;0
6621;0;0;0;0
6622;0;0;0;0
6623;0;0;0;0
6624;0;0;0;0
6625;0;0;0;0
6626;0;0;0;0
6627;0;0;0;0
6628;0;0;0;0
6629;0;0;0;0
6630;0;0;0;0
6631;0,002650835;0,124819966;0,005883866;0,012438221
6632;0,018226077;0,272137855;0,020860314;0,032994659
6633;0,058270571;0,351877698;0,094709724;0,026222937
6634;0,072120059;0,500100474;0,102337453;0,042119377
6635;0,07679595;0,533355908;0,064411907;0,032231597
6636;0,100423176;0,555079934;0,063180028;0,060758649
6637;0,499667053;0,4034235;0,54091429;0,374201289
6638;0,416917342;0,335800184;0,376057776;0,311287816
6639;0,347382158;0,217382329;0,268347829;0,269445829
6640;0,182624368;0,107704409;0,117032594;0,168059013
6641;0,01314164;0,002274035;0,00170804;0,019456955
6642;0;0;0;0
6643;0;0;0;0
6644;0;0;0;0
6645;0;0;0;0
6646;0;0;0;0
6647;0;0;0;0
6648;0;0;0;0
6649;0;0;0;0
6650;0;0;0;0
6651;0;0;0;0
6652;0;0;0;0
6653;0;0;0;0
6654;0;0;0;0
6655;0,021742856;0,130416154;0;0
6656;0,065664734;0,298212948;0,01170964;0,006914366
6657;0,093191064;0,475234145;0,026358477;0,023217884
6658;0,100326379;0,56606475;0,038093858;0,03897587
6659;0,108242333;0,630321829;0,048360399;0,045765652
6660;0,106688277;0,603187263;0,060122724;0,043679933
6661;0,105578961;0,560297842;0,52388325;0,421514013
6662;0,108994078;0,452756447;0,404523908;0,346994487
6663;0,060225781;0,30278554;0,278497105;0,242436474
6664;0,02679746;0,136369673;0,135505239;0,117718843
6665;0,002168247;0,006124191;0,00536398;0,005766475
6666;0;0;0;0
6667;0;0;0;0
6668;0;0;0;0
6669;0;0;0;0
6670;0;0;0;0
6671;0;0;0;0
6672;0;0;0;0
6673;0;0;0;0
6674;0;0;0;0
6675;0;0;0;0
6676;0;0;0;0
6677;0;0;0;0
6678;0;0;0;0
6679;0,130291907;0,103879709;0;0,021626507
6680;0,306409421;0,255762004;0,009506922;0,059471388
6681;0,473510092;0,373158671;0,020438211;0,101163363
6682;0,539091513;0,486091342;0,027959992;0,124769882
6683;0,589652487;0,479674303;0,032650571;0,140353776
6684;0,588342592;0,470582092;0,033037038;0,137926618
6685;0,469248119;0,419727355;0,462481934;0,119735696
6686;0,38417479;0,318550026;0,384008645;0,094212494
6687;0,266045881;0,219705948;0,261499777;0,062049762
6688;0,103690208;0,102445567;0,125979849;0,026842729
6689;0,001971464;0,001609271;0,003259071;0,001390911
6690;0;0;0;0
6691;0;0;0;0
6692;0;0;0;0
6693;0;0;0;0
6694;0;0;0;0
6695;0;0;0;0
6696;0;0;0;0
6697;0;0;0;0
6698;0;0;0;0
6699;0;0;0;0
6700;0;0;0;0
6701;0;0;0;0
6702;0;0;0;0
6703;0,005314537;0,144328007;0,046700396;0,021100598
6704;0,026660692;0,342860132;0,014815199;0,057279
6705;0,051092396;0,466722237;0,206900763;0,091800746
6706;0,115656963;0,485720526;0,355142803;0,12001429
6707;0,118022961;0,423592026;0,190198883;0,134295513
6708;0,120098566;0,502029197;0,380854784;0,135309237
6709;0,130676447;0,372169026;0,420560487;0,116421711
6710;0,081952457;0,321738079;0,350555763;0,08768132
6711;0,062917326;0,194885369;0,246568421;0,06162838
6712;0,015929693;0,047807643;0,114099055;0,028024524
6713;0,000885865;0,001233003;0,00107439;0,001287706
6714;0;0;0;0
6715;0;0;0;0
6716;0;0;0;0
6717;0;0;0;0
6718;0;0;0;0
6719;0;0;0;0
6720;0;0;0;0
6721;0;0;0;0
6722;0;0;0;0
6723;0;0;0;0
6724;0;0;0;0
6725;0;0;0;0
6726;0;0;0;0
6727;0,036672719;0,077243819;0,095591254;0,02271201
6728;0,147286346;0,18972525;0,22430021;0,063811378
6729;0,218929642;0,317890263;0,292855382;0,101296038
6730;0,246315592;0,358352527;0,339496303;0,126020783
6731;0,31047154;0,425097442;0,452496395;0,141731092
6732;0,206123013;0,413110461;0,400194513;0,143007276
6733;0,158624882;0,365600289;0,349257908;0,123951197
6734;0,134726527;0,294244737;0,30705883;0,098189132
6735;0,094387307;0,211805645;0,182970623;0,064265266
6736;0,037564603;0,101097869;0,066053609;0,028612772
6737;0,001176767;0,003743193;0,001012433;0,001126147
6738;0;0;0;0
6739;0;0;0;0
6740;0;0;0;0
6741;0;0;0;0
6742;0;0;0;0
6743;0;0;0;0
6744;0;0;0;0
6745;0;0;0;0
6746;0;0;0;0
6747;0;0;0;0
6748;0;0;0;0
6749;0;0;0;0
6750;0;0;0;0
6751;0,023234017;0,01927592;0,088664463;0,014589843
6752;0,066826303;0,054932266;0,240642592;0,010599721
6753;0,104030684;0,091922586;0,337813184;0,016571011
6754;0,144160176;0,119653105;0,264984;0,023572736
6755;0,161938145;0,135338132;0,315265176;0,028864157
6756;0,158882526;0,138307066;0,325224711;0,349811724
6757;0,138538224;0,120365842;0,422171609;0,281068737
6758;0,105309276;0,096641096;0,299135171;0,567415579
6759;0,069103208;0,06367798;0,260209145;0,271624974
6760;0,0272487;0,028052937;0,161373734;0,119762183
6761;0,000869655;0,000832614;0,008023418;0,010469006
6762;0;0;0;0
6763;0;0;0;0
6764;0;0;0;0
6765;0;0;0;0
6766;0;0;0;0
6767;0;0;0;0
6768;0;0;0;0
6769;0;0;0;0
6770;0;0;0;0
6771;0;0;0;0
6772;0;0;0;0
6773;0;0;0;0
6774;0;0;0;0
6775;0,055114062;0,023145599;0,062282605;0,034373757
6776;0,196939303;0,060324505;0,131374014;0,086906941
6777;0,110576787;0,120950238;0,209945787;0,14394154
6778;0,121755679;0,163840141;0,242527974;0,190772684
6779;0,14831524;0,166980758;0,269592711;0,233686184
6780;0,618501474;0,162306553;0,240842448;0,294244737
6781;0,363919579;0,14204171;0,184996145;0,268865045
6782;0,131768909;0,122118067;0,168653282;0,170695658
6783;0,114320823;0,067030492;0,091589333;0,116507432
6784;0,106150836;0,027268445;0,044589876;0,040776734
6785;0,015055046;0,00079756;0,000624952;0,001371893
6786;0;0;0;0
6787;0;0;0;0
6788;0;0;0;0
6789;0;0;0;0
6790;0;0;0;0
6791;0;0;0;0
6792;0;0;0;0
6793;0;0;0;0
6794;0;0;0;0
6795;0;0;0;0
6796;0;0;0;0
6797;0;0;0;0
6798;0;0;0;0
6799;0,046468997;0,009181929;0,013708217;0,057033395
6800;0,130605655;0,036052445;0,053806093;0,160323892
6801;0,192932566;0,063027126;0,070537831;0,264769697
6802;0,252376263;0,070659912;0,161552882;0,30678746
6803;0,254028079;0,085697455;0,159915513;0,354950171
6804;0,281646631;0,097333848;0,103236079;0,374572106
6805;0,260700356;0,104800488;0,084366371;0,305465526
6806;0,212897625;0,091635565;0,09191777;0,251803184
6807;0,130591208;0,062764666;0,097081019;0,167702645
6808;0,05485425;0,026896907;0,045116724;0,052030753
6809;0,001810713;0,000858231;0,001597325;0,000866466
6810;0;0;0;0
6811;0;0;0;0
6812;0;0;0;0
6813;0;0;0;0
6814;0;0;0;0
6815;0;0;0;0
6816;0;0;0;0
6817;0;0;0;0
6818;0;0;0;0
6819;0;0;0;0
6820;0;0;0;0
6821;0;0;0;0
6822;0;0;0;0
6823;0,012076796;0,007283256;0,127918445;0,101013351
6824;0,028952767;0,026860066;0,318990671;0,348357355
6825;0,062559513;0,059961395;0,496905197;0,253414066
6826;0,07606997;0,079264765;0,59421304;0,146226632
6827;0,098176611;0,089814955;0,668893895;0,168352776
6828;0,099102205;0,087297261;0,651166974;0,20698504
6829;0,10208655;0,079871554;0,613928881;0,273965447
6830;0,083030471;0,064600445;0,486218961;0,356332303
6831;0,066499311;0,033427358;0,300632882;0,208223901
6832;0,019787935;0,016239661;0,125863547;0,022785643
6833;0,000449754;0,000371018;0,001018422;0,000559773
6834;0;0;0;0
6835;0;0;0;0
6836;0;0;0;0
6837;0;0;0;0
6838;0;0;0;0
6839;0;0;0;0
6840;0;0;0;0
6841;0;0;0;0
6842;0;0;0;0
6843;0;0;0;0
6844;0;0;0;0
6845;0;0;0;0
6846;0;0;0;0
6847;0;0,095863106;0,129257957;0
6848;0,004109817;0,254225527;0,332368934;0,005757686
6849;0,016573299;0,413965263;0,486334539;0,023409312
6850;0,02766069;0,524716381;0,595351974;0,022595202
6851;0,034549437;0,581208;0,6219255;0,03666405
6852;0,035414208;0,586517408;0,592756263;0,039229421
6853;0,39112879;0,53601904;0,545000487;0,414145855
6854;0,320950698;0,461786053;0,431309329;0,378143013
6855;0,192236684;0,287269066;0,270098369;0,304256763
6856;0,076665201;0,121564251;0,101696471;0,124076408
6857;0,001128161;0,001372878;0,000497736;0,002882949
6858;0;0;0;0
6859;0;0;0;0
6860;0;0;0;0
6861;0;0;0;0
6862;0;0;0;0
6863;0;0;0;0
6864;0;0;0;0
6865;0;0;0;0
6866;0;0;0;0
6867;0;0;0;0
6868;0;0;0;0
6869;0;0;0;0
6870;0;0;0;0
6871;0,024892022;0,057189426;0,011897624;0,107023457
6872;0,061092624;0,190002158;0,047834996;0,290774961
6873;0,091255117;0,302330448;0,090215148;0,459609316
6874;0,275867684;0,341952355;0,083813519;0,576040658
6875;0,348154129;0,398569184;0,081472082;0,619038434
6876;0,404348132;0,387986487;0,076941628;0,612298737
6877;0,450558039;0,390984316;0,066624762;0,572876684
6878;0,398523434;0,308162369;0,059396503;0,460403921
6879;0,324511974;0,1865136;0,042074349;0,317697632
6880;0,14049512;0,075694338;0,017744667;0,114880417
6881;0,002723799;0,001025462;0,000400227;0,001469605
6882;0;0;0;0
6883;0;0;0;0
6884;0;0;0;0
6885;0;0;0;0
6886;0;0;0;0
6887;0;0;0;0
6888;0;0;0;0
6889;0;0;0;0
6890;0;0;0;0
6891;0;0;0;0
6892;0;0;0;0
6893;0;0;0;0
6894;0;0;0;0
6895;0,062256191;0,004215843;0,012070271;0,015668629
6896;0,195558375;0,012405691;0,061756239;0,032614453
6897;0,335670158;0,014772434;0,077408518;0,060190386
6898;0,382185868;0,023066909;0,118729437;0,112012855
6899;0,389785184;0,024946271;0,121381974;0,118571961
6900;0,401056539;0,035323816;0,12404029;0,081003024
6901;0,385383553;0,413965263;0,087031429;0,099622792
6902;0,304711855;0,348624632;0,093441726;0,125270724
6903;0,200982158;0,243233487;0,053848954;0,084065625
6904;0,061874227;0,117502133;0,016828367;0,023937122
6905;0,000413332;0,001828543;0,0003196;0,000726903
6906;0;0;0;0
6907;0;0;0;0
6908;0;0;0;0
6909;0;0;0;0
6910;0;0;0;0
6911;0;0;0;0
6912;0;0;0;0
6913;0;0;0;0
6914;0;0;0;0
6915;0;0;0;0
6916;0;0;0;0
6917;0;0;0;0
6918;0;0;0;0
6919;0,074430435;0,08492428;0,005026738;0
6920;0,209002855;0,301258934;0,022691447;0,004767863
6921;0,334962237;0,326366053;0,039342592;0,020842761
6922;0,42982125;0,495946855;0,05380176;0,038059425
6923;0,495612158;0,255817145;0,064791632;0,042978272
6924;0,505315974;0,242537124;0,058563131;0,04524988
6925;0,433717224;0,059093349;0,469753776;0,416182934
6926;0,363059961;0,017473538;0,346900579;0,384121815
6927;0,241097684;0,007948774;0,214100368;0,257601395
6928;0,097010467;0,001788861;0,075395759;0,089971637
6929;0,000668439;0;0,000200135;0,000828846
6930;0;0;0;0
6931;0;0;0;0
6932;0;0;0;0
6933;0;0;0;0
6934;0;0;0;0
6935;0;0;0;0
6936;0;0;0;0
6937;0;0;0;0
6938;0;0;0;0
6939;0;0;0;0
6940;0;0;0;0
6941;0;0;0;0
6942;0;0;0;0
6943;0,060004881;0,004134271;0;0,035394608
6944;0,19632529;0,022081358;0,004893719;0,139525942
6945;0,300406539;0,050453341;0,012419632;0,242176421
6946;0,386235947;0,073304021;0,021198648;0,281562356
6947;0,404234961;0,083163146;0,025393417;0,370360938
6948;0,401034868;0,081814243;0,025312271;0,303702947
6949;0,385525618;0,078635822;0,454644237;0,268824592
6950;0,320712316;0,059409987;0,530252132;0,225840782
6951;0,207288434;0,036816229;0,317374974;0,093855162
6952;0,074482878;0,012124737;0,108105083;0,025933989
6953;0,000305201;0,000113978;0,000581699;0,000269242
6954;0;0;0;0
6955;0;0;0;0
6956;0;0;0;0
6957;0;0;0;0
6958;0;0;0;0
6959;0;0;0;0
6960;0;0;0;0
6961;0;0;0;0
6962;0;0;0;0
6963;0;0;0;0
6964;0;0;0;0
6965;0;0;0;0
6966;0;0;0;0
6967;0,005300068;0,014599908;0,011614625;0,088418617
6968;0,028948433;0,06429392;0,034762295;0,254774526
6969;0,059190869;0,118648291;0,092847458;0,410182461
6970;0,080066834;0,113736908;0,070157384;0,527198921
6971;0,079768256;0,123166224;0,340750816;0,555925105
6972;0,085918982;0,104190569;0,295815407;0,54837154
6973;0,075504355;0,106611948;0,267021079;0,486320092
6974;0,055403732;0,091962316;0,459919934;0,372352027
6975;0,031273737;0,044012704;0,307502605;0,258918513
6976;0,011928229;0,016974382;0,087285101;0,096643263
6977;0,000127161;0,000188562;0,000871224;0,000331278
6978;0;0;0;0
6979;0;0;0;0
6980;0;0;0;0
6981;0;0;0;0
6982;0;0;0;0
6983;0;0;0;0
6984;0;0;0;0
6985;0;0;0;0
6986;0;0;0;0
6987;0;0;0;0
6988;0;0;0;0
6989;0;0;0;0
6990;0;0;0;0
6991;0,011446169;0,004249621;0,079399125;0,077101994
6992;0,047858594;0,024820098;0,231150671;0,204680685
6993;0,087420545;0,047960929;0,385891619;0,35607225
6994;0,095806761;0,064421538;0,434771882;0,515547119
6995;0,109048737;0,081624983;0,448299434;0,568658053
6996;0,111268575;0,077640158;0,462043697;0,564983605
6997;0,082245016;0,070450907;0,404188247;0,451870342
6998;0,075522896;0,058305004;0,316245671;0,367531421
6999;0,057841725;0,03342182;0,189871409;0,26742079
7000;0,020726531;0,012261361;0,066493532;0,077859035
7001;0,000233226;0,000102511;7,87E-05;0,000359186
7002;0;0;0;0
7003;0;0;0;0
7004;0;0;0;0
7005;0;0;0;0
7006;0;0;0;0
7007;0;0;0;0
7008;0;0;0;0
7009;0;0;0;0
7010;0;0;0;0
7011;0;0;0;0
7012;0;0;0;0
7013;0;0;0;0
7014;0;0;0;0
7015;0,059702787;0;0;0,093446302
7016;0,087511323;0,039420127;0,004659373;0,276804355
7017;0,079065391;0,070712886;0,083192763;0,472330224
7018;0,100937984;0,105391145;0,223286487;0,598434079
7019;0,134860165;0,134950461;0,263563342;0,29796662
7020;0,136958645;0,160796803;0,223907965;0,251317512
7021;0,070483172;0,09870731;0,217683075;0,317190769
7022;0,119982987;0,074221429;0,121374028;0,131215816
7023;0,075282347;0,028267721;0,104243542;0,194866105
7024;0,038389788;0,012198371;0,046356067;0,004979069
7025;0,000308259;6,30E-05;8,74E-05;0
7026;0;0;0;0
7027;0;0;0;0
7028;0;0;0;0
7029;0;0;0;0
7030;0;0;0;0
7031;0;0;0;0
7032;0;0;0;0
7033;0;0;0;0
7034;0;0;0;0
7035;0;0;0;0
7036;0;0;0;0
7037;0;0;0;0
7038;0;0;0;0
7039;0,071796197;0,083901648;0,022300476;0
7040;0,157514842;0,174998566;0,042798644;0,014250957
7041;0,281576803;0,275010474;0,079238278;0,190848292
7042;0,358952092;0,349325329;0,12610241;0,333206882
7043;0,446113066;0,372771;0,282583303;0,701234329
7044;0,343698079;0,291846474;0,22447695;0,590757711
7045;0,394918816;0,21662625;0,093992171;0,052812115
7046;0,389537171;0,119864037;0,190869;0,016952542
7047;0,281097632;0,057457666;0,129578447;0,006615787
7048;0,077535174;0,030947997;0,016904096;0,001365452
7049;0,000209793;5,78E-05;0;0
7050;0;0;0;0
7051;0;0;0;0
7052;0;0;0;0
7053;0;0;0;0
7054;0;0;0;0
7055;0;0;0;0
7056;0;0;0;0
7057;0;0;0;0
7058;0;0;0;0
7059;0;0;0;0
7060;0;0;0;0
7061;0;0;0;0
7062;0;0;0;0
7063;0,053367375;0,067406124;0;0
7064;0,095042013;0,246903118;0,003494696;0,023290121
7065;0,116751592;0,417225553;0,095269559;0,046538585
7066;0,094261855;0,543531671;0,219332724;0,101307837
7067;0,135634543;0,591152605;0,201781579;0,133371363
7068;0,111396916;0,50001379;0,177507592;0,130830553
7069;0,135078079;0,402135276;0,184370092;0,097187929
7070;0,145102145;0,324295263;0,153794404;0,074445604
7071;0,209424237;0,225065921;0,283609066;0,044892308
7072;0,077280419;0,063856646;0,072479052;0,0096428
7073;0,00016123;3,85E-05;0;2,84E-05
7074;0;0;0;0
7075;0;0;0;0
7076;0;0;0;0
7077;0;0;0;0
7078;0;0;0;0
7079;0;0;0;0
7080;0;0;0;0
7081;0;0;0;0
7082;0;0;0;0
7083;0;0;0;0
7084;0;0;0;0
7085;0;0;0;0
7086;0;0;0;0
7087;0;0,004490964;0,067417681;0
7088;0,014534005;0,04444155;0,157914553;0,128954803
7089;0,041608421;0,053467062;0,293016711;0,226147066
7090;0,055967902;0,344865908;0,326175829;0,469084382
7091;0,064048315;0,346996895;0,396255197;0,287282309
7092;0,07058912;0,361966776;0,428728066;0,099258719
7093;0,081732135;0,409339698;0,292010211;0,163222998
7094;0,059032429;0,135793224;0,221066408;0,022253643
7095;0,028018023;0,277837342;0,094624725;0,005920556
7096;0,007763847;0,070211827;0,003352586;0,000834437
7097;0;0;0;0
7098;0;0;0;0
7099;0;0;0;0
7100;0;0;0;0
7101;0;0;0;0
7102;0;0;0;0
7103;0;0;0;0
7104;0;0;0;0
7105;0;0;0;0
7106;0;0;0;0
7107;0;0;0;0
7108;0;0;0;0
7109;0;0;0;0
7110;0;0;0;0
7111;0;0;0,032827239;0
7112;0,010407041;0,058602379;0,130922053;0,002324433
7113;0,029114578;0,044305023;0,219467566;0,024443696
7114;0,048591797;0,180445224;0,336508828;0,038091209
7115;0,056789475;0,279973145;0,305268079;0,054542187
7116;0,067908651;0,444063948;0,253772842;0,068285006
7117;0,059034115;0,394658763;0,200173105;0,430184843
7118;0,047348601;0,363103302;0,116338638;0,345398053
7119;0,02547047;0,185042617;0,076039871;0,221044015
7120;0,006238706;0,034809273;0,003493961;0,055670309
7121;0;0;0;2,55E-05
7122;0;0;0;0
7123;0;0;0;0
7124;0;0;0;0
7125;0;0;0;0
7126;0;0;0;0
7127;0;0;0;0
7128;0;0;0;0
7129;0;0;0;0
7130;0;0;0;0
7131;0;0;0;0
7132;0;0;0;0
7133;0;0;0;0
7134;0;0;0;0
7135;0,010472151;0;0;0,026031509
7136;0,186555257;0,024351088;0,013349104;0,16003663
7137;0,363931619;0,035209922;0,054061812;0,10260497
7138;0,493551;0,061635845;0,062472107;0,272867448
7139;0,601802724;0,06468135;0,06952796;0,402534987
7140;0,588044013;0,074186033;0,077556845;0,653505039
7141;0,493767711;0,45430954;0,470069211;0,57348829
7142;0,352142566;0,386250395;0,33860779;0,309192706
7143;0,254545776;0,232532802;0,123733524;0,038230867
7144;0,034259815;0,040702932;0,00313119;0,005047188
7145;0;0;0;0
7146;0;0;0;0
7147;0;0;0;0
7148;0;0;0;0
7149;0;0;0;0
7150;0;0;0;0
7151;0;0;0;0
7152;0;0;0;0
7153;0;0;0;0
7154;0;0;0;0
7155;0;0;0;0
7156;0;0;0;0
7157;0;0;0;0
7158;0;0;0;0
7159;0,016303759;0;0,088415969;0,02181856
7160;0,235769494;0,002068885;0,282325658;0,227375092
7161;0,495694026;0,009398543;0,448357224;0,41261925
7162;0,58620679;0,021713432;0,536873842;0,512363882
7163;0,568041632;0,03123497;0,640760053;0,491838987
7164;0,534160145;0,033542696;0,588058461;0,574559802
7165;0,478675027;0,436674118;0,56154754;0,438419842
7166;0,303454934;0,336175816;0,406987185;0,378285079
7167;0,189713211;0,205742566;0,233943829;0,246556382
7168;0,010280473;0,016278356;0,015964246;0,037077751
7169;0;0;0;0
7170;0;0;0;0
7171;0;0;0;0
7172;0;0;0;0
7173;0;0;0;0
7174;0;0;0;0
7175;0;0;0;0
7176;0;0;0;0
7177;0;0;0;0
7178;0;0;0;0
7179;0;0;0;0
7180;0;0;0;0
7181;0;0;0;0
7182;0;0;0;0
7183;0,007938179;0;0,080700833;0
7184;0,192872369;0,004135704;0,278073316;0,082520238
7185;0,501961777;0,010038321;0,471085342;0,074636791
7186;0,504499697;0,020684779;0,584287697;0,107796391
7187;0,522513158;0,029903886;0,625282105;0,071102001
7188;0,390825395;0,027394859;0,630642079;0,0256468
7189;0,129527882;0,459358895;0,546211658;0,495874618
7190;0,092105345;0,369284368;0,403539079;0,342927553
7191;0,10949179;0,205964092;0,224441554;0,192595461
7192;0,003492473;0,01426798;0,012585454;0,021890581
7193;0;0;0;0
7194;0;0;0;0
7195;0;0;0;0
7196;0;0;0;0
7197;0;0;0;0
7198;0;0;0;0
7199;0;0;0;0
7200;0;0;0;0
7201;0;0;0;0
7202;0;0;0;0
7203;0;0;0;0
7204;0;0;0;0
7205;0;0;0;0
7206;0;0;0;0
7207;0,002092627;0;0;0
7208;0,138127196;0,044961655;0,036799614;0,043695825
7209;0,308742671;0,0803736;0,118620118;0,121589293
7210;0,583146355;0,080595127;0,150975;0,136313811
7211;0,584815027;0,201495039;0,168918632;0,133570737
7212;0,370478684;0,151369895;0,158051803;0,128824776
7213;0,349310882;0,085751874;0,167965105;0,097713091
7214;0,323053753;0,060787784;0,145234097;0,065949348
7215;0,200209224;0,039630576;0,072558296;0,029594231
7216;0,049206126;0,002350063;0,006805219;0,002538947
7217;0;0;0;0
7218;0;0;0;0
7219;0;0;0;0
7220;0;0;0;0
7221;0;0;0;0
7222;0;0;0;0
7223;0;0;0;0
7224;0;0;0;0
7225;0;0;0;0
7226;0;0;0;0
7227;0;0;0;0
7228;0;0;0;0
7229;0;0;0;0
7230;0;0;0;0
7231;0;0;0,002967027;0,030209067
7232;0,082830616;0,060095756;0,084669044;0,067205546
7233;0,108284471;0,160784763;0,136031124;0,450986645
7234;0,091885986;0,262735508;0,214141302;0,483659369
7235;0,382074383;0,48606004;0,236315605;0,421396026
7236;0,367352755;0,623107776;0,219123237;0,311013316
7237;0,356628474;0,263861921;0,163255263;0,125393526
7238;0,2187765;0,098818073;0,10468828;0,123719317
7239;0,155888069;0,030960012;0,039648154;0,04219378
7240;0,026211259;0,001754103;0,001937248;0,002605773
7241;0;0;0;0
7242;0;0;0;0
7243;0;0;0;0
7244;0;0;0;0
7245;0;0;0;0
7246;0;0;0;0
7247;0;0;0;0
7248;0;0;0;0
7249;0;0;0;0
7250;0;0;0;0
7251;0;0;0;0
7252;0;0;0;0
7253;0;0;0;0
7254;0;0;0;0
7255;0,014038659;0;0;0,003299748
7256;0,21659254;0,057243845;0;0,173623658
7257;0,338889513;0,123958903;0,005546898;0,321863289
7258;0,567451697;0,208388842;0,014028395;0,400755553
7259;0,583603856;0,213821053;0,018369107;0,412891342
7260;0,375730303;0,216833329;0,019750034;0,484458789
7261;0,209337553;0,232990303;0,016221987;0,323577711
7262;0,154721203;0,152001486;0,009395268;0,240266961
7263;0,068861455;0,058986438;0,002548759;0,118406057
7264;0,005390602;0,002210941;0;0,002619207
7265;0;0;0;0
7266;0;0;0;0
7267;0;0;0;0
7268;0;0;0;0
7269;0;0;0;0
7270;0;0;0;0
7271;0;0;0;0
7272;0;0;0;0
7273;0;0;0;0
7274;0;0;0;0
7275;0;0;0;0
7276;0;0;0;0
7277;0;0;0;0
7278;0;0;0;0
7279;0,00487499;0;0;0
7280;0,223640448;0,021582201;0,062573961;0,133301534
7281;0,4202595;0,049392663;0,160732512;0,235410237
7282;0,522595026;0,075047337;0,384784469;0,303544027
7283;0,581834053;0,086053342;0,401244355;0,288193698
7284;0,514434671;0,086261144;0,235000895;0,329544474
7285;0,505166684;0,072705659;0,165516276;0,256783674
7286;0,404266263;0,052433353;0,214627697;0,178619799
7287;0,217163211;0,026149015;0,070384353;0,085161458
7288;0,014067947;0,001748543;0,001793109;0,002675551
7289;0;0;0;0
7290;0;0;0;0
7291;0;0;0;0
7292;0;0;0;0
7293;0;0;0;0
7294;0;0;0;0
7295;0;0;0;0
7296;0;0;0;0
7297;0;0;0;0
7298;0;0;0;0
7299;0;0;0;0
7300;0;0;0;0
7301;0;0;0;0
7302;0;0;0;0
7303;0;0;0;0
7304;0,053061332;0,020886561;0,034663812;0,003497135
7305;0,082843859;0,051643081;0,073928148;0,013680671
7306;0,164651842;0,074033613;0,108376212;0,021628915
7307;0,16685025;0,087883102;0,115711382;0,02672089
7308;0,190202013;0,088324228;0,117643717;0,027899554
7309;0,195829023;0,076791616;0,094414034;0,025355373
7310;0,099361776;0,053952012;0,064232759;0,016411729
7311;0,049239762;0,025202712;0,030608917;0,006320796
7312;0,001983414;0,001522018;0,001346131;0,000596159
7313;0;0;0;0
7314;0;0;0;0
7315;0;0;0;0
7316;0;0;0;0
7317;0;0;0;0
7318;0;0;0;0
7319;0;0;0;0
7320;0;0;0;0
7321;0;0;0;0
7322;0;0;0;0
7323;0;0;0;0
7324;0;0;0;0
7325;0;0;0;0
7326;0;0;0;0
7327;0;0;0;0
7328;0,011504175;0,158575038;0,088318449;0,017041971
7329;0,027414122;0,308829355;0,132779021;0,041254701
7330;0,043944079;0,435559263;0,173784987;0,06012778
7331;0,053298028;0,482739553;0,295889329;0,069912983
7332;0,054788033;0,413529434;0,2480565;0,071342791
7333;0,044701844;0,369106184;0,27542415;0,062742995
7334;0,027816482;0,277731395;0,172005553;0,044336084
7335;0,010684864;0,129005128;0,078033126;0,022000452
7336;0,000854856;0,001676738;0,001594289;0,001630843
7337;0;0;0;0
7338;0;0;0;0
7339;0;0;0;0
7340;0;0;0;0
7341;0;0;0;0
7342;0;0;0;0
7343;0;0;0;0
7344;0;0;0;0
7345;0;0;0;0
7346;0;0;0;0
7347;0;0;0;0
7348;0;0;0;0
7349;0;0;0;0
7350;0;0;0;0
7351;0;0;0;0
7352;0,103361362;0,023823951;0,060219039;0,03579167
7353;0,243024;0,044867988;0,115068233;0,076231058
7354;0,271348066;0,074969803;0,155634276;0,106871519
7355;0,27255996;0,076668572;0,166296434;0,105459288
7356;0,264403697;0,083724427;0,175789559;0,069967642
7357;0,357110053;0,095781478;0,155940079;0,077623543
7358;0,18117;0,077970521;0,103865021;0,064642583
7359;0,068623074;0,038990799;0,042496693;0,041855712
7360;0,007423395;0,003327164;0,001303268;0,002686558
7361;0;0;0;0
7362;0;0;0;0
7363;0;0;0;0
7364;0;0;0;0
7365;0;0;0;0
7366;0;0;0;0
7367;0;0;0;0
7368;0;0;0;0
7369;0;0;0;0
7370;0;0;0;0
7371;0;0;0;0
7372;0;0;0;0
7373;0;0;0;0
7374;0;0;0;0
7375;0;0;0;0
7376;0;0,016135592;0,074308836;0,022834138
7377;0,007516099;0,035657791;0,102054284;0,052964775
7378;0,018765687;0,044146583;0,141095408;0,078774517
7379;0,022152632;0,055966697;0,265187708;0,094149166
7380;0,023664549;0,055897831;0,213052453;0,095448947
7381;0,019855982;0,050308386;0,120364398;0,083560449
7382;0,012601717;0,037268432;0,086983271;0,057372908
7383;0,003580968;0,018883915;0,098562596;0,028113134
7384;0;0,001524197;0,005425317;0,001622052
7385;0;0;0;0
7386;0;0;0;0
7387;0;0;0;0
7388;0;0;0;0
7389;0;0;0;0
7390;0;0;0;0
7391;0;0;0;0
7392;0;0;0;0
7393;0;0;0;0
7394;0;0;0;0
7395;0;0;0;0
7396;0;0;0;0
7397;0;0;0;0
7398;0;0;0;0
