H0
0,026833127
0,024870401
0,022999682
0,021190383
0,019442504
0,017847804
0,016437118
0,015302452
0,014505226
0,013953186
0,013554573
0,013278553
0,013002534
0,012726514
0,012481327
0,012266481
0,012051881
0,011898454
0,011806447
0,011745274
0,011745274
0,011775861
0,011867867
0,011990461
0,012174474
0,012389321
0,012665094
0,013002534
0,013493153
0,014290626
0,015670479
0,017878391
0,021037203
0,024931821
0,029194465
0,033426277
0,037382315
0,041000913
0,044282318
0,047226283
0,049863395
0,052286154
0,054586073
0,056916825
0,059278164
0,061516663
0,063356795
0,064583221
0,064951248
0,064460628
0,063141949
0,060995456
0,058143498
0,054800673
0,051304914
0,047992923
0,045079544
0,042595612
0,040510293
0,038793001
0,037412901
0,036217062
0,035204989
0,034192916
0,033211677
0,032475624
0,032261024
0,032935657
0,034622363
0,037075708
0,039866247
0,042626199
0,045018124
0,047072857
0,048974162
0,050783461
0,052592761
0,054095453
0,054923513
0,054616659
0,053022207
0,050507442
0,047716903
0,045171551
0,043362252
0,042074159
0,041000913
0,039804827
0,038271548
0,036370242
0,03422375
0,031892997
0,029501072
0,027109147
0,024747808
0,022447889
0,026833127
0,024870401
0,022999682
0,021190383
0,019442504
0,017847804
0,016437118
0,015302452
0,014505226
0,013953186
0,013554573
0,013278553
0,013002534
0,012726514
0,012481327
0,012266481
0,012051881
0,011898454
0,011806447
0,011745274
0,011745274
0,011775861
0,011867867
0,011990461
0,012174474
0,012389321
0,012665094
0,013002534
0,013493153
0,014290626
0,015670479
0,017878391
0,021037203
0,024931821
0,029194465
0,033426277
0,037382315
0,041000913
0,044282318
0,047226283
0,049863395
0,052286154
0,054586073
0,056916825
0,059278164
0,061516663
0,063356795
0,064583221
0,064951248
0,064460628
0,063141949
0,060995456
0,058143498
0,054800673
0,051304914
0,047992923
0,045079544
0,042595612
0,040510293
0,038793001
0,037412901
0,036217062
0,035204989
0,034192916
0,033211677
0,032475624
0,032261024
0,032935657
0,034622363
0,037075708
0,039866247
0,042626199
0,045018124
0,047072857
0,048974162
0,050783461
0,052592761
0,054095453
0,054923513
0,054616659
0,053022207
0,050507442
0,047716903
0,045171551
0,043362252
0,042074159
0,041000913
0,039804827
0,038271548
0,036370242
0,03422375
0,031892997
0,029501072
0,027109147
0,024747808
0,022447889
0,020761923
0,018673644
0,016861385
0,015325886
0,014189493
0,013390787
0,01286884
0,012530907
0,012315814
0,012162387
0,012100967
0,012008714
0,011916707
0,011855287
0,011763034
0,011763034
0,011793867
0,011916707
0,012070134
0,012285227
0,01256174
0,01323736
0,014650019
0,017137898
0,020884763
0,025430334
0,030098745
0,034244963
0,037347041
0,0394664
0,04075622
0,041401253
0,041585513
0,041401253
0,04087906
0,04014202
0,039220474
0,038268588
0,037316455
0,036548582
0,036026389
0,035688456
0,035535029
0,035535029
0,035657869
0,035934382
0,036456329
0,037316455
0,038514268
0,039804087
0,040848473
0,041401253
0,041216993
0,04044912
0,039312727
0,038084081
0,036917102
0,035872962
0,034920829
0,033999283
0,033139404
0,032402364
0,031787918
0,031450231
0,031388811
0,031695911
0,032432951
0,033753603
0,035627036
0,037992074
0,040725633
0,043704625
0,046806703
0,049816529
0,052580674
0,054945713
0,056727138
0,057801865
0,058016958
0,057249085
0,055498492
0,053041447
0,050338722
0,047789423
0,045731731
0,044042558
0,042506812
0,040909893
0,039067047
0,037009355
0,034797989
0,032463784
0,030098745
0,02770312
0,025338327
0,023004122
0,020761923
0,018673644
0,016861385
0,015325886
0,014189493
0,013390787
0,01286884
0,012530907
0,012315814
0,012162387
0,012100967
0,012008714
0,011916707
0,011855287
0,011763034
0,011763034
0,011793867
0,011916707
0,012070134
0,012285227
0,01256174
0,01323736
0,014650019
0,017137898
0,020884763
0,025430334
0,030098745
0,034244963
0,037347041
0,0394664
0,04075622
0,041401253
0,041585513
0,041401253
0,04087906
0,04014202
0,039220474
0,038268588
0,037316455
0,036548582
0,036026389
0,035688456
0,035535029
0,035535029
0,035657869
0,035934382
0,036456329
0,037316455
0,038514268
0,039804087
0,040848473
0,041401253
0,041216993
0,04044912
0,039312727
0,038084081
0,036917102
0,035872962
0,034920829
0,033999283
0,033139404
0,032402364
0,031787918
0,031450231
0,031388811
0,031695911
0,032432951
0,033753603
0,035627036
0,037992074
0,040725633
0,043704625
0,046806703
0,049816529
0,052580674
0,054945713
0,056727138
0,057801865
0,058016958
0,057249085
0,055498492
0,053041447
