Date,Stromverbrauch
2030-03-01 00:00:00,13.225292650000018
2030-03-01 01:00:00,13.923286750000017
2030-03-01 02:00:00,14.193453183333352
2030-03-01 03:00:00,15.547918450000017
2030-03-01 04:00:00,16.554801766666685
2030-03-01 05:00:00,18.72690128333335
2030-03-01 06:00:00,24.271951054467056
2030-03-01 07:00:00,80.05673068165446
2030-03-01 08:00:00,88.85165380384554
2030-03-01 09:00:00,46.88787744085858
2030-03-01 10:00:00,40.73003033470637
2030-03-01 11:00:00,25.426112730527564
2030-03-01 12:00:00,23.97204101666667
2030-03-01 13:00:00,23.990902149999997
2030-03-01 14:00:00,23.746035083333332
2030-03-01 15:00:00,24.034507683333338
2030-03-01 16:00:00,24.117788483333346
2030-03-01 17:00:00,31.570547321941202
2030-03-01 18:00:00,45.62937898366198
2030-03-01 19:00:00,117.76239553446905
2030-03-01 20:00:00,120.21869817378646
2030-03-01 21:00:00,33.239448810724234
2030-03-01 22:00:00,20.31691151806173
2030-03-01 23:00:00,14.119421833333357
2030-03-02 00:00:00,14.462925233333351
2030-03-02 01:00:00,14.487103300000017
2030-03-02 02:00:00,14.767335650000017
2030-03-02 03:00:00,15.248052566666683
2030-03-02 04:00:00,16.297934816666682
2030-03-02 05:00:00,18.967435216666683
2030-03-02 06:00:00,19.77775178333335
2030-03-02 07:00:00,21.7428828166667
2030-03-02 08:00:00,24.208079933740198
2030-03-02 09:00:00,94.94757638454065
2030-03-02 10:00:00,45.37203530442028
2030-03-02 11:00:00,103.85913579049055
2030-03-02 12:00:00,97.90950987859514
2030-03-02 13:00:00,31.381241060643454
2030-03-02 14:00:00,33.74893662556187
2030-03-02 15:00:00,63.933596378103566
2030-03-02 16:00:00,65.82766596608859
2030-03-02 17:00:00,31.818719333003468
2030-03-02 18:00:00,37.47747360623981
2030-03-02 19:00:00,83.97595945562036
2030-03-02 20:00:00,79.2906529399956
2030-03-02 21:00:00,31.010894624912137
2030-03-02 22:00:00,20.263280221271312
2030-03-02 23:00:00,17.647213100000112
2030-03-03 00:00:00,13.06470833333335
2030-03-03 01:00:00,13.38613713333335
2030-03-03 02:00:00,13.83445273333335
2030-03-03 03:00:00,14.614818933333352
2030-03-03 04:00:00,15.966718983333351
2030-03-03 05:00:00,18.503851433333352
2030-03-03 06:00:00,19.855001050000016
2030-03-03 07:00:00,21.45996578333337
2030-03-03 08:00:00,24.273697490277062
2030-03-03 09:00:00,89.73819302443162
2030-03-03 10:00:00,50.50933439012207
2030-03-03 11:00:00,92.30999406883531
2030-03-03 12:00:00,96.64374784668357
2030-03-03 13:00:00,29.275996216054704
2030-03-03 14:00:00,36.12646992404386
2030-03-03 15:00:00,61.79892926929767
2030-03-03 16:00:00,74.15975184350792
2030-03-03 17:00:00,36.002689377465146
2030-03-03 18:00:00,41.75974651572259
2030-03-03 19:00:00,78.14156378186662
2030-03-03 20:00:00,80.02361152310287
2030-03-03 21:00:00,32.98583962070613
2030-03-03 22:00:00,18.213780966711713
2030-03-03 23:00:00,16.990353666666774
2030-03-04 00:00:00,13.07805833333335
2030-03-04 01:00:00,13.901553216666683
2030-03-04 02:00:00,13.649986233333351
2030-03-04 03:00:00,14.484635650000017
2030-03-04 04:00:00,15.878985466666686
2030-03-04 05:00:00,18.41808503333335
2030-03-04 06:00:00,22.710267489459632
2030-03-04 07:00:00,74.32037862858239
2030-03-04 08:00:00,91.1135084151385
2030-03-04 09:00:00,33.262844724225516
2030-03-04 10:00:00,36.33552748732511
2030-03-04 11:00:00,25.384609041351144
2030-03-04 12:00:00,23.806872483333336
2030-03-04 13:00:00,23.5364524
2030-03-04 14:00:00,23.689385366666666
2030-03-04 15:00:00,24.049105783333335
2030-03-04 16:00:00,25.385098207176807
2030-03-04 17:00:00,36.824886635997224
2030-03-04 18:00:00,43.085232671739114
2030-03-04 19:00:00,111.060827288286
2030-03-04 20:00:00,121.22572115200474
2030-03-04 21:00:00,36.16192186610722
2030-03-04 22:00:00,19.834700036247312
2030-03-04 23:00:00,14.043137950000023
2030-03-05 00:00:00,13.629458066666684
2030-03-05 01:00:00,13.757186933333351
2030-03-05 02:00:00,14.203168283333351
2030-03-05 03:00:00,15.390785066666684
2030-03-05 04:00:00,16.19790148333335
2030-03-05 05:00:00,18.16391760000002
2030-03-05 06:00:00,23.235311859318518
2030-03-05 07:00:00,71.46302026565986
2030-03-05 08:00:00,84.17317941892762
2030-03-05 09:00:00,34.842970907198776
2030-03-05 10:00:00,33.755897357236904
2030-03-05 11:00:00,26.33191308358058
2030-03-05 12:00:00,23.846739183333334
2030-03-05 13:00:00,23.62376888333333
2030-03-05 14:00:00,23.690635533333335
2030-03-05 15:00:00,23.820923983333333
2030-03-05 16:00:00,24.84106410311827
2030-03-05 17:00:00,38.38740962605885
2030-03-05 18:00:00,51.9258903188935
2030-03-05 19:00:00,117.29781827101897
2030-03-05 20:00:00,131.62973080692993
2030-03-05 21:00:00,33.91596987539995
2030-03-05 22:00:00,20.339026619684322
2030-03-05 23:00:00,14.338840066666691
2030-03-06 00:00:00,13.477174816666686
2030-03-06 01:00:00,14.141220566666686
2030-03-06 02:00:00,14.761836216666683
2030-03-06 03:00:00,15.574902366666684
2030-03-06 04:00:00,16.469751800000015
2030-03-06 05:00:00,18.509067916666684
2030-03-06 06:00:00,23.458511917035963
2030-03-06 07:00:00,70.69034699330244
2030-03-06 08:00:00,100.02881412976932
2030-03-06 09:00:00,37.47517814241596
2030-03-06 10:00:00,38.28531571815408
2030-03-06 11:00:00,25.592257331549725
